program,year,happy,field_interest,team_responsible,professor,work_setting,work_outfit,start_work,design,analyze,gather_information,prefer,part_of,working_on,cause,goals,conversation,develop,working_with,leader,gender
Geological Engineering,4,Yes,Research,The CN Tower,"Warren Buffett, Billionaire American Business Men",In the outdoors,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A new way to deal with movement in the Earth劌製 surface to protect buildings from earthquakes,Physics,Computers,Yes,Female
Geological Engineering,Alumni,Yes,Research,The CN Tower,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A new way to deal with movement in the Earth劌製 surface to protect buildings from earthquakes,Physics,People,Yes,Female
Geological Engineering,2,Yes,Construction,The Automobile,"Elon Musk, Founder of Tesla",In the outdoors,Formal,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,A week from now,A new way to deal with movement in the Earth劌製 surface to protect buildings from earthquakes,Math,People,No,Male
Geological Engineering,4,Yes,Construction,The CN Tower,"Warren Buffett, Billionaire American Business Men",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the internal components of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Health,Today,A new way to deal with movement in the Earth劌製 surface to protect buildings from earthquakes,Technology,People,Yes,Male
Geological Engineering,2,Yes,Construction,The CN Tower,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,One year from now,A new way to deal with movement in the Earth劌製 surface to protect buildings from earthquakes,Physics,Business Processes,Yes,I choose not to specify
Geological Engineering,4,Yes,Finance,The CN Tower,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the design and implementation of the system,Write,Focused team,Know all the requirements for the project at the beginning,Environment,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,People,Yes,Male
Geological Engineering,Alumni,Yes,Construction,The CN Tower,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Read,Focused team,Know all the requirements for the project at the beginning,Environment,One year from now,A new way to deal with movement in the Earth劌製 surface to protect buildings from earthquakes,Technology,People,No,Male
Management Engineering,3,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes,Female
Management Engineering,3,Yes,Finance,The Internet,"Warren Buffett, Billionaire American Business Men",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes,Female
Management Engineering,3,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Female
Management Engineering,3,Yes,Software Development,Solar Panels,"Warren Buffett, Billionaire American Business Men",In the outdoors,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
Management Engineering,3,Yes,Finance,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Math,People,No,Male
